[progress] browser launching WebGPU harness...
[progress] browser resolved modelUrl=/models/local/gemma-3-1b-it
[browser:error] Failed to load resource: the server responded with a status of 404 (Not Found)
[browser:log] [217.0ms][OPFSCache] Cache hit: "gemma-3-1b-it"
[browser:log] [GPU] apple metal-3, f16/subgroups, 4.0GB
[browser:log] [229.9ms][Config] Using manifest-first config (source of truth)
[browser:log] [230.6ms][Pipeline] KernelPath: gemma3-f16-f16a (15 decode steps, 10 kernels, source=config)
[browser:log] [230.7ms][Pipeline] 26L/1152H/4heads (256dim), kernelPath=gemma3-f16-f16a
[browser:log] [230.9ms][Tokenizer] Loading bundled tokenizer from tokenizer.json
[browser:log] [373.2ms][Tokenizer] HuggingFace model.type="BPE", using type="bpe"
[browser:log] [598.1ms][Tokenizer] Loaded HuggingFace 262145 tokens (bpe), 9 special patterns, 514906 merges
[browser:log] [598.1ms][Pipeline] Tokenizer vocabSize=262145 differs from model=262144, using model size
[browser:log] [598.8ms][Loader] Initializing...
[browser:log] [631.1ms][HeapManager] Allocated segment 0: 1024MB
[browser:log] [631.2ms][HeapManager] Segmented heap: 1GB per segment
[browser:log] [631.3ms][HeapManager] Initialized with strategy: SEGMENTED
[browser:log] [631.4ms][Loader] Initialized (f16, subgroups, unified)
[browser:log] [631.6ms][Loader] Loading: gemma-3-1b-it
[browser:log] [631.9ms][Loader] [0.0s] Memory (start): | Heap=2.05 GB/2.05 GB (limit=4.00 GB) | GPU=0 B (0 active, 0 pooled, peak=0 B) | ShardCache=0 B (0 shards) | Layers=0, GPUBuffers=0
[browser:log] [2517.9ms][Loader] Embeddings tensor loaded: name=model.embed_tokens.weight, hasShape=true, shape=[262144,1152], isWeightBuffer=true
[browser:log] [2518.1ms][Loader] Layers: 0-25
[browser:log] [3402.8ms][Loader] Layers: 26 complete (0.88s)
[browser:warning] [3407.6ms][Loader] [FinalNorm] Falling back to role-only final norm selection because tensor groups are missing in manifest.
[browser:log] [3408.8ms][Loader] Complete: 0 B in 1.29s (0 B/s)
[browser:log] [3409.0ms][Loader] [2.8s] Memory (complete): | Heap=1.14 GB/1.14 GB (limit=4.00 GB) | GPU=2.04 GB (340 active, 0 pooled, peak=2.04 GB) | ShardCache=0 B (0 shards) | Layers=26, GPUBuffers=340
[browser:log] [3568.4ms][Pipeline] Model loaded successfully
[browser:warning] [3569.6ms][CommandRecorder] maxQuerySetSize unavailable; using fallback 4096
[browser:log] [3581.4ms][KernelSelect] matmul variant=f16 reason=path_override_adaptive_fallback
[browser:log] [3585.3ms][KernelSelect] attention variant=prefill_streaming_f16 reason=path_override:streaming
[browser:warning] [3718.7ms][Profile] Prefill (prefill):
[browser:warning] [3719.0ms][Profile] GPU Profile Report
──────────────────────────────────────────────────
Kernel                      Time (ms)       %
matmul:o_proj:L9                 0.13     0.0
matmul:o_proj:L7                 0.13     0.0
matmul:o_proj:L11                0.13     0.0
matmul:o_proj:L12                0.13     0.0
matmul:o_proj:L18                0.13     0.0
matmul:q_proj:L21                0.13     0.0
matmul:o_proj:L14                0.13     0.0
matmul:o_proj:L22                0.13     0.0
matmul:o_proj:L2                 0.13     0.0
matmul:q_proj:L7                 0.13     0.0
matmul:q_proj:L14                0.13     0.0
matmul:o_proj:L5                 0.13     0.0
matmul:q_proj:L16                0.13     0.0
matmul:q_proj:L24                0.13     0.0
matmul:o_proj:L23                0.13     0.0
matmul:q_proj:L20                0.13     0.0
matmul:q_proj:L10                0.13     0.0
matmul:o_proj:L25                0.12     0.0
matmul:q_proj:L1                 0.12     0.0
matmul:q_proj:L19                0.12     0.0
matmul:q_proj:L6                 0.12     0.0
matmul:q_proj:L23                0.12     0.0
matmul:q_proj:L5                 0.12     0.0
matmul:o_proj:L24                0.12     0.0
matmul:q_proj:L22                0.12     0.0
matmul:q_proj:L8                 0.12     0.0
matmul:q_proj:L25                0.12     0.0
matmul:q_proj:L17                0.12     0.0
matmul:q_proj:L4                 0.12     0.0
sample_phase3                    0.08     0.0
sample_phase1                    0.08     0.0
matmul:v_proj:L0                 0.08     0.0
matmul:k_proj:L0                 0.07     0.0
matmul:v_proj:L2                 0.06     0.0
matmul:k_proj:L2                 0.06     0.0
matmul:k_proj:L11                0.05     0.0
matmul:k_proj:L3                 0.05     0.0
matmul:k_proj:L15                0.05     0.0
matmul:k_proj:L9                 0.05     0.0
matmul:v_proj:L13                0.05     0.0
matmul:v_proj:L15                0.05     0.0
matmul:v_proj:L11                0.05     0.0
matmul:k_proj:L13                0.05     0.0
matmul:v_proj:L18                0.05     0.0
matmul:k_proj:L18                0.05     0.0
matmul:v_proj:L9                 0.05     0.0
matmul:v_proj:L3                 0.05     0.0
matmul:k_proj:L21                0.05     0.0
matmul:k_proj:L12                0.05     0.0
matmul:k_proj:L14                0.04     0.0
matmul:v_proj:L14                0.04     0.0
matmul:v_proj:L7                 0.04     0.0
matmul:k_proj:L7                 0.04     0.0
matmul:v_proj:L12                0.04     0.0
matmul:v_proj:L24                0.04     0.0
matmul:k_proj:L24                0.04     0.0
matmul:k_proj:L8                 0.04     0.0
matmul:k_proj:L19                0.04     0.0
matmul:k_proj:L20                0.04     0.0
matmul:v_proj:L19                0.04     0.0
matmul:v_proj:L20                0.04     0.0
matmul:k_proj:L1                 0.04     0.0
matmul:v_proj:L1                 0.04     0.0
matmul:k_proj:L10                0.04     0.0
matmul:v_proj:L16                0.04     0.0
matmul:k_proj:L17                0.04     0.0
matmul:k_proj:L23                0.04     0.0
matmul:v_proj:L23                0.04     0.0
matmul:v_proj:L21                0.04     0.0
matmul:k_proj:L6                 0.04     0.0
matmul:k_proj:L16                0.04     0.0
matmul:v_proj:L5                 0.04     0.0
matmul:k_proj:L4                 0.04     0.0
matmul:v_proj:L10                0.04     0.0
matmul:v_proj:L6                 0.04     0.0
matmul:k_proj:L22                0.04     0.0
matmul:k_proj:L25                0.04     0.0
matmul:v_proj:L8                 0.04     0.0
matmul:v_proj:L25                0.04     0.0
matmul:v_proj:L22                0.04     0.0
matmul:v_proj:L4                 0.04     0.0
matmul:k_proj:L5                 0.04     0.0
matmul:v_proj:L17                0.04     0.0
gather                           0.03     0.0
scale                            0.03     0.0
──────────────────────────────────────────────────
TOTAL                          571.39   100.0

[browser:warning] [21219.1ms][Profile] Batch decode (N=4):
[browser:warning] [21219.3ms][Profile] GPU Profile Report
──────────────────────────────────────────────────
Kernel                      Time (ms)       %
──────────────────────────────────────────────────
attention                      245.51    42.4
fused_ffn                       41.02     7.1
matmul:lm_head                  30.22     5.2
matmul_rmsnorm_fused:L4.ffn_down       10.97     1.9
matmul_rmsnorm_fused:L22.ffn_down       10.54     1.8
matmul_rmsnorm_fused:L23.ffn_down       10.43     1.8
matmul_rmsnorm_fused:L6.ffn_down       10.39     1.8
matmul_rmsnorm_fused:L12.ffn_down       10.36     1.8
matmul_rmsnorm_fused:L8.ffn_down       10.31     1.8
matmul_rmsnorm_fused:L17.ffn_down       10.30     1.8
matmul_rmsnorm_fused:L10.ffn_down       10.27     1.8
matmul_rmsnorm_fused:L16.ffn_down        9.91     1.7
matmul_rmsnorm_fused:L25.ffn_down        9.72     1.7
matmul_rmsnorm_fused:L3.ffn_down        9.55     1.6
matmul_rmsnorm_fused:L21.ffn_down        9.48     1.6
matmul_rmsnorm_fused:L1.ffn_down        9.18     1.6
matmul_rmsnorm_fused:L0.ffn_down        9.12     1.6
matmul_rmsnorm_fused:L9.ffn_down        8.82     1.5
matmul_rmsnorm_fused:L14.ffn_down        8.79     1.5
matmul_rmsnorm_fused:L18.ffn_down        8.78     1.5
matmul_rmsnorm_fused:L19.ffn_down        8.77     1.5
matmul_rmsnorm_fused:L15.ffn_down        8.74     1.5
matmul_rmsnorm_fused:L11.ffn_down        8.73     1.5
matmul_rmsnorm_fused:L2.ffn_down        8.71     1.5
matmul_rmsnorm_fused:L7.ffn_down        8.69     1.5
matmul_rmsnorm_fused:L24.ffn_down        8.66     1.5
matmul_rmsnorm_fused:L13.ffn_down        8.65     1.5
matmul_rmsnorm_fused:L20.ffn_down        8.64     1.5
matmul_rmsnorm_fused:L5.ffn_down        8.63     1.5
sample_phase2                    3.24     0.6
rmsnorm                          3.10     0.5
rope                             0.86     0.1
matmul:o_proj:L4                 0.21     0.0
matmul:q_proj:L4                 0.20     0.0
matmul:o_proj:L10                0.19     0.0
matmul:o_proj:L16                0.18     0.0
matmul:o_proj:L0                 0.17     0.0
matmul:o_proj:L25                0.17     0.0
matmul:q_proj:L2                 0.16     0.0
matmul:o_proj:L21                0.16     0.0
matmul:q_proj:L10                0.15     0.0
matmul:q_proj:L19                0.15     0.0
matmul:q_proj:L15                0.15     0.0
matmul:o_proj:L20                0.15     0.0
matmul:o_proj:L15                0.14     0.0
matmul:o_proj:L3                 0.14     0.0
matmul:o_proj:L2                 0.14     0.0
matmul:o_proj:L23                0.14     0.0
matmul:q_proj:L0                 0.14     0.0
matmul:q_proj:L23                0.14     0.0
matmul:o_proj:L17                0.14     0.0
matmul:o_proj:L13                0.14     0.0
matmul:o_proj:L6                 0.14     0.0
matmul:q_proj:L11                0.14     0.0
matmul:o_proj:L7                 0.14     0.0
matmul:o_proj:L1                 0.13     0.0
matmul:o_proj:L19                0.13     0.0
matmul:o_proj:L9                 0.13     0.0
matmul:o_proj:L22                0.13     0.0
matmul:o_proj:L24                0.13     0.0
matmul:o_proj:L5                 0.13     0.0
matmul:q_proj:L17                0.13     0.0
matmul:q_proj:L24                0.13     0.0
matmul:o_proj:L11                0.13     0.0
matmul:q_proj:L20                0.13     0.0
matmul:o_proj:L8                 0.13     0.0
matmul:q_proj:L1                 0.13     0.0
matmul:o_proj:L12                0.13     0.0
matmul:q_proj:L13                0.13     0.0
matmul:o_proj:L18                0.13     0.0
matmul:q_proj:L22                0.13     0.0
matmul:o_proj:L14                0.13     0.0
matmul:q_proj:L9                 0.12     0.0
matmul:q_proj:L18                0.12     0.0
matmul:q_proj:L16                0.12     0.0
matmul:q_proj:L12                0.12     0.0
matmul:q_proj:L3                 0.12     0.0
matmul:q_proj:L7                 0.12     0.0
matmul:q_proj:L8                 0.12     0.0
matmul:q_proj:L14                0.12     0.0
matmul:q_proj:L6                 0.12     0.0
matmul:q_proj:L21                0.12     0.0
matmul:q_proj:L5                 0.12     0.0
matmul:q_proj:L25                0.12     0.0
matmul:k_proj:L4                 0.08     0.0
matmul:v_proj:L4                 0.08     0.0
sample_phase1                    0.06     0.0
matmul:k_proj:L10                0.06     0.0
matmul:k_proj:L23                0.06     0.0
matmul:k_proj:L19                0.06     0.0
matmul:v_proj:L2                 0.06     0.0
matmul:v_proj:L10                0.06     0.0
matmul:k_proj:L11                0.05     0.0
matmul:k_proj:L15                0.05     0.0
matmul:v_proj:L11                0.05     0.0
matmul:k_proj:L2                 0.05     0.0
matmul:v_proj:L20                0.05     0.0
sample_phase3                    0.05     0.0
matmul:k_proj:L17                0.05     0.0
matmul:v_proj:L5                 0.05     0.0
matmul:k_proj:L0                 0.05     0.0
matmul:v_proj:L0                 0.05     0.0
matmul:k_proj:L24                0.05     0.0
matmul:k_proj:L20                0.04     0.0
matmul:k_proj:L8                 0.04     0.0
matmul:v_proj:L24                0.04     0.0
matmul:k_proj:L1                 0.04     0.0
matmul:k_proj:L3                 0.04     0.0
matmul:k_proj:L9                 0.04     0.0
matmul:k_proj:L18                0.04     0.0
matmul:v_proj:L23                0.04     0.0
matmul:k_proj:L7                 0.04     0.0
matmul:v_proj:L1                 0.04     0.0
matmul:v_proj:L17                0.04     0.0
matmul:v_proj:L19                0.04     0.0
matmul:k_proj:L13                0.04     0.0
matmul:v_proj:L7                 0.04     0.0
matmul:v_proj:L13                0.04     0.0
matmul:v_proj:L15                0.04     0.0
matmul:k_proj:L16                0.04     0.0
matmul:v_proj:L9                 0.04     0.0
matmul:v_proj:L3                 0.04     0.0
matmul:v_proj:L16                0.04     0.0
matmul:k_proj:L22                0.04     0.0
matmul:k_proj:L21                0.04     0.0
matmul:k_proj:L6                 0.04     0.0
matmul:k_proj:L12                0.04     0.0
matmul:k_proj:L14                0.04     0.0
matmul:v_proj:L22                0.04     0.0
matmul:v_proj:L12                0.04     0.0
matmul:v_proj:L18                0.04     0.0
matmul:v_proj:L14                0.04     0.0
matmul:k_proj:L25                0.04     0.0
matmul:v_proj:L21                0.04     0.0
matmul:v_proj:L6                 0.04     0.0
matmul:k_proj:L5                 0.04     0.0
matmul:v_proj:L8                 0.04     0.0
matmul:v_proj:L25                0.04     0.0
gather                           0.01     0.0
scale                            0.01     0.0
──────────────────────────────────────────────────
TOTAL                          578.94   100.0

[browser:warning] [21890.4ms][Profile] Batch decode (N=4):
[browser:warning] [21890.7ms][Profile] GPU Profile Report
──────────────────────────────────────────────────
Kernel                      Time (ms)       %
──────────────────────────────────────────────────
attention                      254.17    41.2
fused_ffn                       48.91     7.9
matmul:lm_head                  35.91     5.8
matmul_rmsnorm_fused:L25.ffn_down       11.23     1.8
matmul_rmsnorm_fused:L19.ffn_down       11.09     1.8
matmul_rmsnorm_fused:L3.ffn_down       10.80     1.7
matmul_rmsnorm_fused:L5.ffn_down       10.62     1.7
matmul_rmsnorm_fused:L9.ffn_down       10.58     1.7
matmul_rmsnorm_fused:L15.ffn_down       10.44     1.7
matmul_rmsnorm_fused:L18.ffn_down       10.43     1.7
matmul_rmsnorm_fused:L24.ffn_down       10.28     1.7
matmul_rmsnorm_fused:L6.ffn_down       10.02     1.6
matmul_rmsnorm_fused:L21.ffn_down        9.94     1.6
matmul_rmsnorm_fused:L0.ffn_down        9.89     1.6
matmul_rmsnorm_fused:L11.ffn_down        9.48     1.5
matmul_rmsnorm_fused:L14.ffn_down        9.46     1.5
matmul_rmsnorm_fused:L8.ffn_down        9.18     1.5
matmul_rmsnorm_fused:L1.ffn_down        9.14     1.5
rmsnorm                          9.04     1.5
matmul_rmsnorm_fused:L10.ffn_down        8.87     1.4
matmul_rmsnorm_fused:L7.ffn_down        8.85     1.4
matmul_rmsnorm_fused:L12.ffn_down        8.82     1.4
matmul_rmsnorm_fused:L2.ffn_down        8.76     1.4
matmul_rmsnorm_fused:L22.ffn_down        8.73     1.4
matmul_rmsnorm_fused:L20.ffn_down        8.72     1.4
matmul_rmsnorm_fused:L17.ffn_down        8.71     1.4
matmul_rmsnorm_fused:L23.ffn_down        8.71     1.4
matmul_rmsnorm_fused:L16.ffn_down        8.68     1.4
matmul_rmsnorm_fused:L13.ffn_down        8.64     1.4
matmul_rmsnorm_fused:L4.ffn_down        8.62     1.4
sample_phase2                    3.26     0.5
matmul:q_proj:L4                 1.69     0.3
rope                             1.18     0.2
matmul:v_proj:L9                 1.09     0.2
matmul:o_proj:L21                0.92     0.1
matmul:o_proj:L24                0.86     0.1
matmul:o_proj:L14                0.83     0.1
matmul:q_proj:L6                 0.82     0.1
matmul:q_proj:L9                 0.46     0.1
matmul:v_proj:L6                 0.33     0.1
matmul:k_proj:L6                 0.29     0.0
matmul:o_proj:L19                0.25     0.0
matmul:o_proj:L1                 0.22     0.0
matmul:o_proj:L0                 0.17     0.0
matmul:o_proj:L3                 0.16     0.0
matmul:q_proj:L0                 0.16     0.0
matmul:o_proj:L25                0.16     0.0
matmul:q_proj:L12                0.16     0.0
matmul:o_proj:L9                 0.15     0.0
matmul:o_proj:L13                0.15     0.0
matmul:q_proj:L10                0.15     0.0
matmul:o_proj:L7                 0.15     0.0
matmul:o_proj:L12                0.15     0.0
matmul:q_proj:L13                0.14     0.0
matmul:q_proj:L2                 0.14     0.0
matmul:o_proj:L5                 0.14     0.0
matmul:o_proj:L2                 0.14     0.0
matmul:q_proj:L22                0.14     0.0
matmul:q_proj:L7                 0.14     0.0
matmul:o_proj:L10                0.14     0.0
matmul:o_proj:L16                0.14     0.0
matmul:q_proj:L21                0.14     0.0
matmul:o_proj:L17                0.14     0.0
matmul:o_proj:L8                 0.14     0.0
matmul:o_proj:L18                0.14     0.0
matmul:o_proj:L23                0.14     0.0
matmul:o_proj:L6                 0.13     0.0
matmul:o_proj:L4                 0.13     0.0
matmul:o_proj:L11                0.13     0.0
matmul:q_proj:L19                0.13     0.0
matmul:q_proj:L16                0.13     0.0
matmul:q_proj:L3                 0.13     0.0
matmul:q_proj:L24                0.13     0.0
matmul:o_proj:L22                0.13     0.0
matmul:o_proj:L15                0.13     0.0
matmul:q_proj:L1                 0.13     0.0
matmul:q_proj:L25                0.13     0.0
matmul:q_proj:L11                0.13     0.0
matmul:q_proj:L8                 0.13     0.0
matmul:q_proj:L20                0.13     0.0
matmul:q_proj:L18                0.13     0.0
matmul:q_proj:L15                0.13     0.0
matmul:q_proj:L5                 0.13     0.0
matmul:q_proj:L23                0.12     0.0
matmul:q_proj:L17                0.12     0.0
matmul:q_proj:L14                0.12     0.0
matmul:o_proj:L20                0.12     0.0
sample_phase1                    0.11     0.0
matmul:v_proj:L3                 0.10     0.0
matmul:k_proj:L11                0.07     0.0
matmul:k_proj:L9                 0.07     0.0
matmul:k_proj:L12                0.07     0.0
